track_popularity,mode,speechiness,instrumentalness,energy,danceability,liveness,acousticness,valence,duration_ms,type,key,tempo,loudness
19,1.0,0.0673,9.15e-05,0.3,0.822,0.0665,0.882,0.734,259333.0,audio_features,0.0,125.951,-8.034
17,1.0,0.0566,0.000478,0.684,0.501,0.0524,0.00494,0.442,211080.0,audio_features,11.0,131.952,-6.706
24,1.0,0.0299,0.0,0.324,0.641,0.328,0.698,0.273,185487.0,audio_features,11.0,110.184,-5.851
38,1.0,0.0299,2.65e-06,0.593,0.573,0.122,0.114,0.425,231547.0,audio_features,6.0,159.978,-7.225
29,1.0,0.0444,0.0,0.324,0.709,0.1,0.79,0.47,248867.0,audio_features,2.0,99.906,-10.975
29,1.0,0.0538,5.49e-06,0.807,0.743,0.0723,0.404,0.721,214493.0,audio_features,3.0,145.01,-5.917
25,1.0,0.033,5.55e-05,0.307,0.334,0.362,0.818,0.426,176813.0,audio_features,0.0,169.53,-8.522
21,1.0,0.0329,2.1e-06,0.309,0.528,0.282,0.924,0.307,185422.0,audio_features,0.0,133.83,-7.398
20,0.0,0.0828,0.0,0.643,0.693,0.108,0.138,0.477,163450.0,audio_features,4.0,95.055,-5.867
26,0.0,0.0792,0.0,0.849,0.59,0.11,0.0305,0.178,250763.0,audio_features,11.0,131.018,-4.691
21,0.0,0.0926,0.00071,0.417,0.956,0.0782,0.572,0.714,187111.0,audio_features,7.0,108.015,-7.892
17,0.0,0.161,0.0,0.671,0.726,0.139,0.14,0.552,153447.0,audio_features,4.0,95.053,-5.402
27,1.0,0.0433,0.0,0.825,0.631,0.122,0.0167,0.427,195760.0,audio_features,11.0,129.942,-3.971
35,1.0,0.0856,0.0,0.859,0.788,0.0424,0.281,0.822,207853.0,audio_features,2.0,141.02,-2.724
26,1.0,0.0349,0.0,0.267,0.587,0.121,0.84,0.352,185853.0,audio_features,8.0,98.845,-9.206
35,0.0,0.0347,2.79e-05,0.893,0.807,0.366,0.0451,0.537,230747.0,audio_features,11.0,126.011,-3.745
26,0.0,0.186,0.0,0.849,0.52,0.119,0.00253,0.774,236907.0,audio_features,9.0,175.908,-3.794
25,1.0,0.0315,5.24e-05,0.211,0.567,0.275,0.952,0.289,185587.0,audio_features,0.0,134.019,-9.975
24,1.0,0.0872,0.0,0.558,0.578,0.143,0.236,0.54,223867.0,audio_features,2.0,75.087,-5.438
24,1.0,0.0372,0.0,0.73,0.672,0.0612,0.113,0.559,210213.0,audio_features,5.0,123.969,-4.77
25,0.0,0.056,0.0,0.661,0.763,0.117,0.169,0.632,153627.0,audio_features,4.0,95.002,-5.592
24,1.0,0.118,0.0,0.765,0.686,0.127,0.0122,0.743,203493.0,audio_features,8.0,99.998,-4.778
24,1.0,0.0253,0.0,0.54,0.485,0.0849,0.668,0.426,190933.0,audio_features,1.0,62.631,-5.4
24,1.0,0.0336,0.0,0.396,0.471,0.0729,0.77,0.263,215507.0,audio_features,8.0,149.609,-6.654
23,1.0,0.0673,9.15e-05,0.3,0.822,0.0665,0.882,0.734,259333.0,audio_features,0.0,125.951,-8.034
23,1.0,0.0566,0.000478,0.684,0.501,0.0524,0.00494,0.442,211080.0,audio_features,11.0,131.952,-6.706
44,1.0,0.0299,0.0,0.324,0.641,0.328,0.698,0.273,185487.0,audio_features,11.0,110.184,-5.851
43,1.0,0.0299,2.65e-06,0.593,0.573,0.122,0.114,0.425,231547.0,audio_features,6.0,159.978,-7.225
28,1.0,0.0444,0.0,0.324,0.709,0.1,0.79,0.47,248867.0,audio_features,2.0,99.906,-10.975
29,1.0,0.0538,5.49e-06,0.807,0.743,0.0723,0.404,0.721,214493.0,audio_features,3.0,145.01,-5.917
26,1.0,0.033,5.55e-05,0.307,0.334,0.362,0.818,0.426,176813.0,audio_features,0.0,169.53,-8.522
37,1.0,0.0329,2.1e-06,0.309,0.528,0.282,0.924,0.307,185422.0,audio_features,0.0,133.83,-7.398
22,0.0,0.0828,0.0,0.643,0.693,0.108,0.138,0.477,163450.0,audio_features,4.0,95.055,-5.867
35,0.0,0.0792,0.0,0.849,0.59,0.11,0.0305,0.178,250763.0,audio_features,11.0,131.018,-4.691
21,0.0,0.0926,0.00071,0.417,0.956,0.0782,0.572,0.714,187111.0,audio_features,7.0,108.015,-7.892
22,0.0,0.0695,0.0,0.642,0.731,0.242,0.209,0.504,164560.0,audio_features,4.0,94.961,-5.106
43,1.0,0.0433,0.0,0.825,0.631,0.122,0.0167,0.427,195760.0,audio_features,11.0,129.942,-3.971
44,1.0,0.0856,0.0,0.859,0.788,0.0424,0.281,0.822,207853.0,audio_features,2.0,141.02,-2.724
42,1.0,0.0349,0.0,0.267,0.587,0.121,0.84,0.352,185853.0,audio_features,8.0,98.845,-9.206
42,0.0,0.0347,2.79e-05,0.893,0.807,0.366,0.0451,0.537,230747.0,audio_features,11.0,126.011,-3.745
42,0.0,0.186,0.0,0.849,0.52,0.119,0.00253,0.774,236907.0,audio_features,9.0,175.908,-3.794
41,1.0,0.0315,5.24e-05,0.211,0.567,0.275,0.952,0.289,185587.0,audio_features,0.0,134.019,-9.975
40,1.0,0.0872,0.0,0.558,0.578,0.143,0.236,0.54,223867.0,audio_features,2.0,75.087,-5.438
41,1.0,0.0372,0.0,0.73,0.672,0.0612,0.113,0.559,210213.0,audio_features,5.0,123.969,-4.77
42,0.0,0.056,0.0,0.661,0.763,0.117,0.169,0.632,153627.0,audio_features,4.0,95.002,-5.592
40,1.0,0.118,0.0,0.765,0.686,0.127,0.0122,0.743,203493.0,audio_features,8.0,99.998,-4.778
40,1.0,0.0253,0.0,0.54,0.485,0.0849,0.668,0.426,190933.0,audio_features,1.0,62.631,-5.4
39,1.0,0.0336,0.0,0.396,0.471,0.0729,0.77,0.263,215507.0,audio_features,8.0,149.609,-6.654
38,1.0,0.0673,9.15e-05,0.3,0.822,0.0665,0.882,0.734,259333.0,audio_features,0.0,125.951,-8.034
38,1.0,0.0566,0.000478,0.684,0.501,0.0524,0.00494,0.442,211080.0,audio_features,11.0,131.952,-6.706
58,1.0,0.0299,0.0,0.324,0.641,0.328,0.698,0.273,185487.0,audio_features,11.0,110.184,-5.851
65,1.0,0.0299,2.65e-06,0.593,0.573,0.122,0.114,0.425,231547.0,audio_features,6.0,159.978,-7.225
46,1.0,0.0444,0.0,0.324,0.709,0.1,0.79,0.47,248867.0,audio_features,2.0,99.906,-10.975
48,1.0,0.0538,5.49e-06,0.807,0.743,0.0723,0.404,0.721,214493.0,audio_features,3.0,145.01,-5.917
44,1.0,0.033,5.55e-05,0.307,0.334,0.362,0.818,0.426,176813.0,audio_features,0.0,169.53,-8.522
58,1.0,0.0329,2.1e-06,0.309,0.528,0.282,0.924,0.307,185422.0,audio_features,0.0,133.83,-7.398
38,0.0,0.0828,0.0,0.643,0.693,0.108,0.138,0.477,163450.0,audio_features,4.0,95.055,-5.867
52,0.0,0.0792,0.0,0.849,0.59,0.11,0.0305,0.178,250763.0,audio_features,11.0,131.018,-4.691
37,0.0,0.0926,0.00071,0.417,0.956,0.0782,0.572,0.714,187111.0,audio_features,7.0,108.015,-7.892
37,0.0,0.0828,0.0,0.643,0.693,0.108,0.138,0.477,163450.0,audio_features,4.0,95.055,-5.867
32,0.0,0.0721,0.0,0.69,0.727,0.137,0.16,0.685,154160.0,audio_features,4.0,94.935,-5.063
12,0.0,0.161,0.0,0.671,0.726,0.139,0.14,0.552,153447.0,audio_features,4.0,95.053,-5.402
34,0.0,0.105,0.0,0.695,0.506,0.151,0.235,0.599,153213.0,audio_features,4.0,93.75,-5.185
23,1.0,0.0447,0.0,0.701,0.73,0.0657,0.273,0.522,154453.0,audio_features,7.0,94.97,-5.318
22,0.0,0.0683,0.0,0.741,0.705,0.216,0.167,0.615,153373.0,audio_features,4.0,94.962,-4.33
35,1.0,0.084,0.0,0.663,0.674,0.13,0.157,0.617,153227.0,audio_features,7.0,94.818,-5.084
15,0.0,0.0555,0.0,0.621,0.727,0.114,0.212,0.565,153427.0,audio_features,4.0,94.958,-4.784
13,1.0,0.038,0.00117,0.916,0.669,0.356,0.254,0.54,205187.0,audio_features,7.0,129.956,-4.961
22,0.0,0.0695,0.0,0.642,0.731,0.242,0.209,0.504,164560.0,audio_features,4.0,94.961,-5.106
19,0.0,0.058,0.0,0.68,0.734,0.169,0.179,0.499,153334.0,audio_features,4.0,95.06,-5.096
23,0.0,0.0827,0.0,0.709,0.72,0.141,0.171,0.537,153254.0,audio_features,4.0,94.99,-5.308
13,1.0,0.084,0.0,0.69,0.728,0.113,0.21,0.492,153227.0,audio_features,7.0,94.986,-4.788
62,0.0,0.0828,0.0,0.643,0.693,0.108,0.138,0.477,163450.0,audio_features,4.0,95.055,-5.867
54,0.0,0.0721,0.0,0.69,0.727,0.137,0.16,0.685,154160.0,audio_features,4.0,94.935,-5.063
42,0.0,0.161,0.0,0.671,0.726,0.139,0.14,0.552,153447.0,audio_features,4.0,95.053,-5.402
47,0.0,0.105,0.0,0.695,0.506,0.151,0.235,0.599,153213.0,audio_features,4.0,93.75,-5.185
44,1.0,0.0447,0.0,0.701,0.73,0.0657,0.273,0.522,154453.0,audio_features,7.0,94.97,-5.318
44,0.0,0.0683,0.0,0.741,0.705,0.216,0.167,0.615,153373.0,audio_features,4.0,94.962,-4.33
49,1.0,0.084,0.0,0.663,0.674,0.13,0.157,0.617,153227.0,audio_features,7.0,94.818,-5.084
49,0.0,0.0555,0.0,0.621,0.727,0.114,0.212,0.565,153427.0,audio_features,4.0,94.958,-4.784
38,1.0,0.038,0.00117,0.916,0.669,0.356,0.254,0.54,205187.0,audio_features,7.0,129.956,-4.961
48,0.0,0.0695,0.0,0.642,0.731,0.242,0.209,0.504,164560.0,audio_features,4.0,94.961,-5.106
38,0.0,0.058,0.0,0.68,0.734,0.169,0.179,0.499,153334.0,audio_features,4.0,95.06,-5.096
48,0.0,0.0827,0.0,0.709,0.72,0.141,0.171,0.537,153254.0,audio_features,4.0,94.99,-5.308
36,1.0,0.084,0.0,0.69,0.728,0.113,0.21,0.492,153227.0,audio_features,7.0,94.986,-4.788
48,0.0,0.0566,0.0,0.667,0.747,0.146,0.18,0.508,153124.0,audio_features,4.0,95.0,-5.181
65,1.0,0.0433,0.0,0.825,0.631,0.122,0.0167,0.427,195760.0,audio_features,11.0,129.942,-3.971
88,1.0,0.0856,0.0,0.859,0.788,0.0424,0.281,0.822,207853.0,audio_features,2.0,141.02,-2.724
71,1.0,0.0349,0.0,0.267,0.587,0.121,0.84,0.352,185853.0,audio_features,8.0,98.845,-9.206
87,0.0,0.0347,2.79e-05,0.893,0.807,0.366,0.0451,0.537,230747.0,audio_features,11.0,126.011,-3.745
76,0.0,0.186,0.0,0.849,0.52,0.119,0.00253,0.774,236907.0,audio_features,9.0,175.908,-3.794
61,1.0,0.0315,5.24e-05,0.211,0.567,0.275,0.952,0.289,185587.0,audio_features,0.0,134.019,-9.975
63,1.0,0.0872,0.0,0.558,0.578,0.143,0.236,0.54,223867.0,audio_features,2.0,75.087,-5.438
65,1.0,0.0372,0.0,0.73,0.672,0.0612,0.113,0.559,210213.0,audio_features,5.0,123.969,-4.77
74,0.0,0.056,0.0,0.661,0.763,0.117,0.169,0.632,153627.0,audio_features,4.0,95.002,-5.592
62,1.0,0.118,0.0,0.765,0.686,0.127,0.0122,0.743,203493.0,audio_features,8.0,99.998,-4.778
65,1.0,0.0253,0.0,0.54,0.485,0.0849,0.668,0.426,190933.0,audio_features,1.0,62.631,-5.4
66,1.0,0.0336,0.0,0.396,0.471,0.0729,0.77,0.263,215507.0,audio_features,8.0,149.609,-6.654
60,1.0,0.0673,9.15e-05,0.3,0.822,0.0665,0.882,0.734,259333.0,audio_features,0.0,125.951,-8.034
59,1.0,0.0566,0.000478,0.684,0.501,0.0524,0.00494,0.442,211080.0,audio_features,11.0,131.952,-6.706
38,1.0,0.0433,0.0,0.825,0.631,0.122,0.0167,0.427,195760.0,audio_features,11.0,129.942,-3.971
66,1.0,0.0856,0.0,0.859,0.788,0.0424,0.281,0.822,207853.0,audio_features,2.0,141.02,-2.724
41,1.0,0.0349,0.0,0.267,0.587,0.121,0.84,0.352,185853.0,audio_features,8.0,98.845,-9.206
66,0.0,0.0347,2.79e-05,0.893,0.807,0.366,0.0451,0.537,230747.0,audio_features,11.0,126.011,-3.745
52,0.0,0.186,0.0,0.849,0.52,0.119,0.00253,0.774,236907.0,audio_features,9.0,175.908,-3.794
31,1.0,0.0315,5.24e-05,0.211,0.567,0.275,0.952,0.289,185587.0,audio_features,0.0,134.019,-9.975
32,1.0,0.0872,0.0,0.558,0.578,0.143,0.236,0.54,223867.0,audio_features,2.0,75.087,-5.438
37,1.0,0.0372,0.0,0.73,0.672,0.0612,0.113,0.559,210213.0,audio_features,5.0,123.969,-4.77
45,0.0,0.056,0.0,0.661,0.763,0.117,0.169,0.632,153627.0,audio_features,4.0,95.002,-5.592
33,1.0,0.118,0.0,0.765,0.686,0.127,0.0122,0.743,203493.0,audio_features,8.0,99.998,-4.778
37,1.0,0.0253,0.0,0.54,0.485,0.0849,0.668,0.426,190933.0,audio_features,1.0,62.631,-5.4
47,1.0,0.0336,0.0,0.396,0.471,0.0729,0.77,0.263,215507.0,audio_features,8.0,149.609,-6.654
27,1.0,0.0673,9.15e-05,0.3,0.822,0.0665,0.882,0.734,259333.0,audio_features,0.0,125.951,-8.034
28,1.0,0.0566,0.000478,0.684,0.501,0.0524,0.00494,0.442,211080.0,audio_features,11.0,131.952,-6.706
47,1.0,0.0299,0.0,0.324,0.641,0.328,0.698,0.273,185487.0,audio_features,11.0,110.184,-5.851
47,1.0,0.0299,2.65e-06,0.593,0.573,0.122,0.114,0.425,231547.0,audio_features,6.0,159.978,-7.225
29,1.0,0.0444,0.0,0.324,0.709,0.1,0.79,0.47,248867.0,audio_features,2.0,99.906,-10.975
33,1.0,0.0538,5.49e-06,0.807,0.743,0.0723,0.404,0.721,214493.0,audio_features,3.0,145.01,-5.917
28,1.0,0.033,5.55e-05,0.307,0.334,0.362,0.818,0.426,176813.0,audio_features,0.0,169.53,-8.522
43,1.0,0.0329,2.1e-06,0.309,0.528,0.282,0.924,0.307,185422.0,audio_features,0.0,133.83,-7.398
22,0.0,0.0828,0.0,0.643,0.693,0.108,0.138,0.477,163450.0,audio_features,4.0,95.055,-5.867
42,0.0,0.0792,0.0,0.849,0.59,0.11,0.0305,0.178,250763.0,audio_features,11.0,131.018,-4.691
24,0.0,0.0926,0.00071,0.417,0.956,0.0782,0.572,0.714,187111.0,audio_features,7.0,108.015,-7.892
40,0.0,0.161,0.0,0.671,0.726,0.139,0.14,0.552,153447.0,audio_features,4.0,95.053,-5.402
58,1.0,0.0397,0.0,0.852,0.574,0.161,0.0529,0.501,209027.0,audio_features,2.0,123.038,-1.248
76,0.0,0.186,0.0,0.647,0.64,0.0801,0.124,0.546,197867.0,audio_features,5.0,92.979,-8.114
77,0.0,0.0825,0.0,0.621,0.857,0.0865,0.148,0.668,204467.0,audio_features,9.0,97.989,-6.376
62,1.0,0.12,0.0,0.787,0.746,0.0669,0.212,0.607,206187.0,audio_features,4.0,95.005,-6.373
67,0.0,0.216,0.0,0.762,0.885,0.162,0.219,0.605,189733.0,audio_features,8.0,138.058,-5.513
64,1.0,0.0317,8.82e-06,0.243,0.565,0.285,0.758,0.239,243267.0,audio_features,2.0,81.655,-8.367
75,1.0,0.0442,0.0,0.676,0.798,0.0894,0.0902,0.843,219947.0,audio_features,6.0,101.956,-5.041
65,0.0,0.0495,0.0,0.823,0.716,0.361,0.132,0.91,161747.0,audio_features,5.0,151.957,-5.313
66,0.0,0.184,0.0,0.666,0.852,0.798,0.135,0.726,207760.0,audio_features,11.0,91.046,-6.923
53,1.0,0.291,0.0,0.68,0.665,0.096,0.112,0.69,150787.0,audio_features,2.0,91.667,-4.898
66,1.0,0.0479,0.0,0.594,0.627,0.373,0.256,0.388,197093.0,audio_features,7.0,101.007,-8.306
59,1.0,0.218,0.0,0.649,0.747,0.172,0.333,0.84,200733.0,audio_features,8.0,88.011,-6.218
54,0.0,0.0843,0.0,0.63,0.468,0.137,0.31,0.762,204507.0,audio_features,8.0,91.419,-6.536
54,1.0,0.269,0.0,0.589,0.778,0.0902,0.467,0.513,212307.0,audio_features,8.0,98.001,-5.548
56,0.0,0.159,3.45e-06,0.731,0.726,0.0928,0.11,0.437,190293.0,audio_features,1.0,170.125,-6.298
58,1.0,0.0401,0.0108,0.796,0.631,0.38,0.000245,0.596,209120.0,audio_features,1.0,92.47,-5.35
38,0.0,0.187,0.0,0.648,0.64,0.0802,0.124,0.548,197867.0,audio_features,5.0,92.977,-8.113
39,0.0,0.0824,0.0,0.621,0.857,0.0865,0.148,0.668,204467.0,audio_features,9.0,97.986,-6.376
41,0.0,0.181,0.0,0.784,0.654,0.0666,0.21,0.603,204833.0,audio_features,8.0,94.877,-6.389
40,0.0,0.216,0.0,0.762,0.885,0.162,0.219,0.605,189733.0,audio_features,8.0,138.059,-5.513
32,1.0,0.0318,9.3e-06,0.242,0.565,0.285,0.762,0.237,243267.0,audio_features,2.0,81.657,-8.367
36,1.0,0.0442,0.0,0.675,0.798,0.0894,0.0912,0.842,219947.0,audio_features,6.0,101.956,-5.041
44,0.0,0.0495,0.0,0.823,0.715,0.361,0.133,0.91,161747.0,audio_features,5.0,151.956,-5.313
39,0.0,0.156,0.0,0.649,0.863,0.783,0.196,0.761,206443.0,audio_features,11.0,91.018,-7.194
28,1.0,0.29,0.0,0.68,0.665,0.096,0.112,0.69,150787.0,audio_features,2.0,91.67,-4.899
40,1.0,0.0478,0.0,0.594,0.627,0.373,0.253,0.389,197093.0,audio_features,7.0,101.008,-8.306
35,0.0,0.219,0.0,0.649,0.747,0.172,0.333,0.84,200733.0,audio_features,10.0,88.011,-6.218
30,0.0,0.0853,0.0,0.631,0.469,0.14,0.314,0.763,204507.0,audio_features,8.0,91.418,-6.569
29,1.0,0.27,0.0,0.59,0.778,0.0902,0.467,0.515,212307.0,audio_features,8.0,97.995,-5.548
36,0.0,0.159,3.21e-06,0.731,0.726,0.0928,0.11,0.43,190293.0,audio_features,1.0,170.125,-6.304
32,1.0,0.0401,0.0115,0.796,0.631,0.38,0.000245,0.596,209120.0,audio_features,1.0,92.469,-5.35
61,0.0,0.0834,0.0,0.812,0.64,0.0509,0.086,0.914,227427.0,audio_features,8.0,86.013,-5.647
81,1.0,0.0989,1.14e-05,0.834,0.461,0.14,0.0232,0.471,261154.0,audio_features,2.0,135.007,-4.868
76,1.0,0.0399,0.0,0.386,0.761,0.0953,0.355,0.526,238440.0,audio_features,4.0,134.943,-6.158
88,0.0,0.0802,0.0,0.652,0.825,0.0931,0.581,0.931,233713.0,audio_features,1.0,95.977,-3.183
90,1.0,0.0232,0.0,0.448,0.599,0.106,0.163,0.168,263400.0,audio_features,8.0,95.05,-6.312
81,1.0,0.1,0.0,0.876,0.624,0.327,0.0735,0.781,170827.0,audio_features,9.0,99.943,-3.374
81,1.0,0.0288,0.0,0.385,0.522,0.135,0.536,0.236,207520.0,audio_features,0.0,89.792,-7.355
66,1.0,0.145,0.0,0.745,0.78,0.0595,0.0559,0.862,189280.0,audio_features,7.0,94.026,-3.97
65,1.0,0.0267,0.0,0.366,0.604,0.162,0.719,0.181,248413.0,audio_features,7.0,105.177,-7.881
70,0.0,0.038,0.0,0.492,0.838,0.262,0.251,0.895,237333.0,audio_features,1.0,115.092,-5.69
67,1.0,0.0269,0.0,0.439,0.617,0.127,0.424,0.242,280533.0,audio_features,9.0,139.979,-5.63
76,1.0,0.0442,0.0,0.242,0.589,0.0887,0.914,0.257,221107.0,audio_features,6.0,89.749,-10.517
67,1.0,0.187,0.0,0.76,0.747,0.153,0.448,0.682,191147.0,audio_features,1.0,99.975,-4.294
65,1.0,0.0824,0.0,0.677,0.738,0.133,0.52,0.882,176747.0,audio_features,7.0,127.067,-5.121
67,1.0,0.0349,0.0,0.852,0.68,0.0866,0.117,0.858,179787.0,audio_features,7.0,101.993,-4.35
64,1.0,0.0448,0.0,0.29,0.552,0.227,0.85,0.481,247107.0,audio_features,10.0,78.842,-5.617
44,1.0,0.0418,0.0,0.321,0.464,0.0789,0.877,0.306,252760.0,audio_features,2.0,93.528,-11.12
43,1.0,0.0397,0.0,0.377,0.697,0.0999,0.556,0.336,244573.0,audio_features,3.0,138.754,-7.755
44,0.0,0.0472,1.22e-06,0.67,0.818,0.0601,0.304,0.939,235382.0,audio_features,8.0,119.988,-4.451
45,1.0,0.0659,0.0,0.608,0.806,0.635,0.0113,0.849,219840.0,audio_features,1.0,95.049,-7.008
39,0.0,0.146,0.0,0.669,0.791,0.33,0.175,0.809,225533.0,audio_features,6.0,92.013,-7.189
53,1.0,0.0476,0.000464,0.379,0.614,0.0986,0.607,0.201,258987.0,audio_features,4.0,107.989,-10.48
43,0.0,0.0364,0.000294,0.316,0.66,0.104,0.529,0.543,300253.0,audio_features,3.0,91.207,-11.567
60,1.0,0.0376,1.07e-05,0.346,0.53,0.105,0.697,0.359,241347.0,audio_features,8.0,121.876,-10.497
40,0.0,0.0364,0.000299,0.449,0.767,0.151,0.024,0.908,205133.0,audio_features,8.0,95.03,-7.158
37,0.0,0.158,0.0,0.725,0.759,0.0771,0.576,0.619,250427.0,audio_features,11.0,87.467,-7.006
55,1.0,0.0295,0.0,0.445,0.781,0.184,0.474,0.591,281560.0,audio_features,2.0,78.998,-6.061
41,1.0,0.0445,1.63e-05,0.637,0.552,0.136,0.464,0.333,314280.0,audio_features,5.0,97.97,-6.568
37,1.0,0.229,0.0,0.613,0.754,0.335,0.318,0.904,208400.0,audio_features,5.0,113.196,-6.342
36,1.0,0.0341,0.0,0.76,0.752,0.335,0.319,0.752,190227.0,audio_features,2.0,107.034,-5.34
37,1.0,0.0279,0.000171,0.318,0.58,0.117,0.756,0.295,228533.0,audio_features,2.0,129.757,-8.926
0,1.0,0.0349,5.14e-06,0.176,0.641,0.252,0.638,0.297,299147.0,audio_features,6.0,76.031,-11.692
46,1.0,0.0352,0.0,0.649,0.579,0.125,0.0977,0.184,184173.0,audio_features,2.0,114.593,-6.522
55,0.0,0.0444,6.92e-05,0.542,0.812,0.141,0.294,0.733,240987.0,audio_features,7.0,110.268,-5.403
44,1.0,0.0395,0.0,0.461,0.728,0.113,0.707,0.474,235960.0,audio_features,6.0,86.014,-8.726
53,0.0,0.0274,0.0,0.239,0.618,0.1,0.791,0.327,404480.0,audio_features,8.0,96.846,-8.371
41,1.0,0.0404,0.0,0.369,0.389,0.96,0.598,0.541,195968.0,audio_features,4.0,102.625,-6.886
37,1.0,0.183,0.0,0.696,0.69,0.958,0.219,0.237,302992.0,audio_features,9.0,125.735,-7.432
41,1.0,0.0428,0.0,0.747,0.669,0.185,0.141,0.483,242440.0,audio_features,6.0,122.531,-7.108
41,1.0,0.275,0.0,0.563,0.689,0.0579,0.692,0.819,245040.0,audio_features,1.0,129.517,-5.539
44,1.0,0.0431,0.0,0.133,0.521,0.35,0.853,0.391,268760.0,audio_features,10.0,140.077,-10.599
42,1.0,0.0762,0.0,0.388,0.671,0.192,0.715,0.59,218373.0,audio_features,11.0,105.869,-6.516
38,1.0,0.357,0.0,0.369,0.689,0.122,0.74,0.701,266280.0,audio_features,8.0,102.565,-7.183
42,1.0,0.0668,5.03e-06,0.17,0.533,0.113,0.842,0.33,266053.0,audio_features,7.0,116.852,-11.342
39,1.0,0.0378,0.011,0.603,0.731,0.147,0.645,0.619,231547.0,audio_features,8.0,96.973,-7.656
38,1.0,0.193,0.0,0.636,0.754,0.108,0.519,0.875,210747.0,audio_features,9.0,90.001,-7.129
41,1.0,0.0354,0.0,0.485,0.826,0.107,0.569,0.278,226067.0,audio_features,8.0,104.011,-7.424
38,1.0,0.0278,9.65e-06,0.65,0.646,0.0999,0.14,0.52,199133.0,audio_features,2.0,100.05,-6.491
38,0.0,0.0658,0.0,0.836,0.781,0.289,0.379,0.636,206440.0,audio_features,6.0,94.989,-5.496
43,1.0,0.0373,0.000142,0.31,0.602,0.105,0.886,0.36,255000.0,audio_features,4.0,159.917,-11.469
33,0.0,0.204,0.0,0.569,0.712,0.412,0.507,0.837,306320.0,audio_features,4.0,105.032,-6.032
32,1.0,0.0283,0.711,0.663,0.629,0.0811,0.28,0.49,269187.0,audio_features,9.0,139.982,-10.516
46,1.0,0.0323,0.00127,0.283,0.559,0.126,0.632,0.188,163273.0,audio_features,4.0,82.552,-9.827
43,1.0,0.0296,0.0,0.286,0.602,0.162,0.772,0.379,144013.0,audio_features,3.0,102.009,-9.886
47,1.0,0.031,4.86e-06,0.248,0.68,0.0907,0.838,0.275,183000.0,audio_features,11.0,119.944,-11.592
53,1.0,0.0256,0.0,0.529,0.544,0.131,0.453,0.403,254227.0,audio_features,6.0,92.936,-6.753
48,1.0,0.0361,0.0,0.344,0.573,0.13,0.811,0.377,244653.0,audio_features,9.0,157.783,-10.91
34,1.0,0.0498,0.0,0.339,0.402,0.833,0.728,0.496,322933.0,audio_features,9.0,83.194,-9.574
32,1.0,0.0945,0.0,0.879,0.601,0.464,0.62,0.713,225013.0,audio_features,9.0,99.377,-5.215
32,1.0,0.0734,0.0,0.8,0.602,0.656,0.545,0.81,307760.0,audio_features,7.0,109.921,-5.91
33,1.0,0.0532,7.13e-05,0.0964,0.494,0.936,0.807,0.393,151173.0,audio_features,4.0,86.676,-16.691
33,1.0,0.532,0.0,0.141,0.616,0.897,0.792,0.361,300680.0,audio_features,9.0,107.874,-17.161
34,1.0,0.23,0.0,0.911,0.506,0.696,0.48,0.781,590333.0,audio_features,0.0,105.475,-4.779
32,0.0,0.103,0.0,0.82,0.718,0.391,0.0928,0.329,271333.0,audio_features,4.0,90.013,-5.552
32,0.0,0.0707,0.00017,0.532,0.799,0.0978,0.386,0.189,201587.0,audio_features,1.0,100.032,-9.472
32,0.0,0.278,0.0,0.704,0.476,0.094,0.515,0.297,254907.0,audio_features,9.0,140.396,-5.411
32,0.0,0.263,0.0,0.833,0.693,0.117,0.214,0.759,222653.0,audio_features,6.0,99.901,-5.408
33,1.0,0.105,0.0,0.5,0.437,0.157,0.731,0.437,328653.0,audio_features,9.0,85.293,-7.103
30,0.0,0.116,0.0,0.91,0.511,0.127,0.0282,0.426,261440.0,audio_features,11.0,140.147,-6.186
32,1.0,0.052,0.00232,0.678,0.855,0.0964,0.101,0.429,243000.0,audio_features,9.0,120.012,-6.864
31,1.0,0.152,0.0,0.664,0.64,0.329,0.267,0.275,330200.0,audio_features,1.0,140.007,-7.812
63,1.0,0.0418,0.0,0.321,0.464,0.0789,0.877,0.306,252760.0,audio_features,2.0,93.528,-11.12
66,1.0,0.0397,0.0,0.377,0.697,0.0999,0.556,0.336,244573.0,audio_features,3.0,138.754,-7.755
72,0.0,0.0472,1.22e-06,0.67,0.818,0.0601,0.304,0.939,235382.0,audio_features,8.0,119.988,-4.451
74,1.0,0.0659,0.0,0.608,0.806,0.635,0.0113,0.849,219840.0,audio_features,1.0,95.049,-7.008
58,0.0,0.146,0.0,0.669,0.791,0.33,0.175,0.809,225533.0,audio_features,6.0,92.013,-7.189
87,1.0,0.0476,0.000464,0.379,0.614,0.0986,0.607,0.201,258987.0,audio_features,4.0,107.989,-10.48
67,0.0,0.0364,0.000294,0.316,0.66,0.104,0.529,0.543,300253.0,audio_features,3.0,91.207,-11.567
69,1.0,0.0376,1.07e-05,0.346,0.53,0.105,0.697,0.359,241347.0,audio_features,8.0,121.876,-10.497
59,0.0,0.0364,0.000299,0.449,0.767,0.151,0.024,0.908,205133.0,audio_features,8.0,95.03,-7.158
54,0.0,0.158,0.0,0.725,0.759,0.0771,0.576,0.619,250427.0,audio_features,11.0,87.467,-7.006
