track_popularity,mode,speechiness,instrumentalness,energy,danceability,liveness,acousticness,valence,duration_ms,type,key,tempo,loudness
46,1.0,0.0409,0.0264,0.546,0.493,0.397,0.564,0.0385,360000.0,audio_features,2.0,90.003,-10.953
45,1.0,0.166,0.0,0.555,0.744,0.666,0.182,0.833,223840.0,audio_features,0.0,92.084,-9.933
39,1.0,0.0387,0.0881,0.504,0.211,0.383,0.0621,0.0441,291501.0,audio_features,11.0,129.335,-7.165
42,,,,,,,,,,,,,
40,0.0,0.0281,0.0136,0.742,0.643,0.289,0.0232,0.691,191973.0,audio_features,4.0,126.082,-8.672
41,1.0,0.0961,3.88e-05,0.315,0.759,0.0984,0.293,0.547,222760.0,audio_features,7.0,129.956,-13.955
41,1.0,0.0369,0.186,0.77,0.757,0.0986,0.142,0.32,428629.0,audio_features,2.0,125.01,-7.758
40,1.0,0.0454,9.88e-05,0.311,0.62,0.172,0.812,0.461,239497.0,audio_features,0.0,138.903,-12.299
43,0.0,0.0448,0.153,0.643,0.424,0.355,0.0642,0.579,185045.0,audio_features,9.0,160.099,-10.477
37,1.0,0.029,0.786,0.749,0.477,0.0744,0.0458,0.33,239190.0,audio_features,5.0,135.259,-6.093
37,0.0,0.0291,0.683,0.443,0.518,0.131,0.183,0.735,222652.0,audio_features,10.0,130.095,-13.19
34,1.0,0.0285,0.000341,0.723,0.462,0.286,0.103,0.188,164013.0,audio_features,7.0,134.042,-4.987
33,0.0,0.0327,0.733,0.63,0.619,0.109,0.402,0.423,285959.0,audio_features,4.0,110.622,-10.006
32,0.0,0.0286,0.865,0.579,0.615,0.161,0.0553,0.655,234148.0,audio_features,6.0,122.235,-9.88
30,0.0,0.0272,0.00132,0.498,0.251,0.101,0.253,0.352,150000.0,audio_features,7.0,88.838,-8.995
30,1.0,0.0311,0.381,0.645,0.721,0.124,0.491,0.561,208214.0,audio_features,3.0,110.104,-5.57
30,1.0,0.0282,0.672,0.363,0.383,0.132,0.742,0.259,172225.0,audio_features,0.0,129.418,-10.205
29,1.0,0.111,0.662,0.896,0.181,0.802,0.00151,0.185,419229.0,audio_features,0.0,162.592,-6.746
82,1.0,0.0385,0.000855,0.712,0.705,0.1,0.0102,0.62,299960.0,audio_features,6.0,97.512,-6.156
79,1.0,0.0351,0.285,0.803,0.763,0.348,0.0709,0.561,229640.0,audio_features,1.0,103.04,-3.713
79,1.0,0.0719,0.0049,0.931,0.451,0.361,0.00076,0.172,302840.0,audio_features,9.0,122.961,-3.871
74,1.0,0.0452,0.0777,0.94,0.438,0.3,8.74e-05,0.421,261000.0,audio_features,2.0,100.99,-3.249
67,0.0,0.0391,0.0226,0.938,0.645,0.159,0.0946,0.495,263880.0,audio_features,11.0,140.886,-4.557
62,1.0,0.0268,0.0082,0.637,0.761,0.102,0.439,0.656,235387.0,audio_features,7.0,125.115,-8.169
61,1.0,0.0268,0.00332,0.841,0.628,0.254,0.0285,0.706,289853.0,audio_features,9.0,111.985,-4.583
56,1.0,0.0361,2.36e-05,0.859,0.549,0.322,0.0964,0.69,250773.0,audio_features,5.0,77.013,-3.993
54,1.0,0.0321,0.466,0.863,0.591,0.114,0.0248,0.434,265880.0,audio_features,4.0,139.978,-8.226
54,0.0,0.0343,0.273,0.919,0.633,0.43,0.00596,0.805,278387.0,audio_features,5.0,147.97,-6.208
89,1.0,0.0372,0.000133,0.43,0.515,0.129,0.0097,0.104,238640.0,audio_features,7.0,91.844,-9.935
84,1.0,0.0278,0.00361,0.393,0.255,0.113,0.0577,0.118,229120.0,audio_features,5.0,76.426,-10.654
78,1.0,0.0258,9.32e-05,0.501,0.36,0.172,0.0638,0.324,264067.0,audio_features,7.0,74.807,-9.129
78,1.0,0.0256,0.0176,0.383,0.419,0.0896,0.0724,0.35,257480.0,audio_features,4.0,87.568,-11.782
75,0.0,0.0479,0.00416,0.832,0.462,0.0741,0.108,0.807,248893.0,audio_features,11.0,165.653,-6.085
74,1.0,0.0407,0.000203,0.239,0.399,0.121,0.557,0.147,258640.0,audio_features,7.0,166.419,-17.123
74,0.0,0.0862,0.012,0.767,0.291,0.0763,0.000401,0.359,234800.0,audio_features,7.0,175.702,-6.913
74,0.0,0.0349,0.122,0.276,0.293,0.167,0.224,0.195,267187.0,audio_features,4.0,121.603,-11.357
74,0.0,0.0387,0.756,0.61,0.531,0.0908,0.772,0.199,318187.0,audio_features,11.0,152.958,-8.025
74,1.0,0.0297,0.0997,0.229,0.463,0.202,0.167,0.135,290707.0,audio_features,2.0,73.543,-12.592
88,0.0,0.141,2.29e-05,0.637,0.734,0.0602,0.0462,0.648,202333.0,audio_features,4.0,169.977,-5.677
85,1.0,0.0393,0.0,0.713,0.645,0.113,0.00835,0.566,214507.0,audio_features,6.0,74.989,-5.355
83,0.0,0.0286,3.58e-05,0.396,0.732,0.105,0.0841,0.548,195920.0,audio_features,4.0,90.024,-9.348
76,1.0,0.0489,0.0,0.632,0.655,0.0722,0.0189,0.447,188493.0,audio_features,2.0,120.113,-4.802
76,0.0,0.0548,0.06,0.674,0.609,0.345,0.0735,0.315,324467.0,audio_features,10.0,90.009,-7.388
72,0.0,0.0316,0.0739,0.856,0.588,0.238,0.000818,0.635,175044.0,audio_features,9.0,96.966,-5.242
71,1.0,0.0435,0.0,0.693,0.68,0.208,0.445,0.851,163880.0,audio_features,0.0,114.948,-7.234
71,0.0,0.0358,0.00316,0.645,0.719,0.362,0.121,0.69,191493.0,audio_features,2.0,123.02,-6.141
71,0.0,0.0366,0.0,0.519,0.766,0.0855,0.098,0.612,267720.0,audio_features,9.0,129.972,-7.355
71,0.0,0.0449,0.00111,0.873,0.613,0.367,0.00397,0.392,234813.0,audio_features,7.0,129.989,-6.376
93,0.0,0.0619,3.34e-06,0.618,0.814,0.671,0.0386,0.535,185221.0,audio_features,5.0,121.075,-5.614
93,1.0,0.189,3.69e-05,0.678,0.855,0.412,0.0569,0.852,215467.0,audio_features,1.0,99.029,-6.276
93,0.0,0.0484,0.0,0.62,0.715,0.0822,0.417,0.172,221520.0,audio_features,1.0,97.95,-6.005
90,0.0,0.0615,0.0,0.525,0.586,0.134,0.111,0.508,260253.0,audio_features,1.0,133.629,-7.163
86,0.0,0.0707,0.0,0.5,0.575,0.335,0.227,0.506,232857.0,audio_features,1.0,67.033,-7.594
92,1.0,0.276,6.35e-06,0.587,0.679,0.137,0.141,0.486,230453.0,audio_features,7.0,186.003,-7.015
92,1.0,0.0598,9.54e-05,0.73,0.514,0.0897,0.00146,0.334,200040.0,audio_features,1.0,171.005,-5.934
89,1.0,0.0309,1.24e-05,0.826,0.68,0.543,0.0212,0.644,215627.0,audio_features,0.0,118.051,-5.487
86,0.0,0.0772,0.0923,0.47,0.715,0.104,0.353,0.426,111627.0,audio_features,5.0,89.965,-12.638
88,1.0,0.193,0.0,0.505,0.706,0.164,0.142,0.388,218880.0,audio_features,8.0,160.053,-6.923
80,1.0,0.0523,0.0,0.792,0.774,0.155,0.051,0.507,139672.0,audio_features,10.0,122.062,-4.021
69,1.0,0.0779,0.0,0.711,0.615,0.145,0.0444,0.711,221253.0,audio_features,11.0,144.036,-5.507
78,0.0,0.0629,0.0,0.68,0.775,0.109,0.00906,0.656,207719.0,audio_features,0.0,114.025,-5.508
77,0.0,0.0803,0.0,0.481,0.767,0.269,0.234,0.761,171375.0,audio_features,0.0,150.076,-8.52
68,1.0,0.232,0.0,0.652,0.76,0.307,0.0348,0.759,177685.0,audio_features,6.0,100.315,-7.321
77,1.0,0.041,0.0,0.711,0.789,0.0876,0.0332,0.753,190306.0,audio_features,2.0,112.985,-4.248
76,1.0,0.109,0.0,0.817,0.696,0.187,0.075,0.782,216409.0,audio_features,1.0,98.064,-3.862
68,0.0,0.0587,0.0,0.895,0.792,0.0501,0.165,0.793,201526.0,audio_features,1.0,94.968,-3.112
75,0.0,0.116,0.0,0.701,0.493,0.109,0.0172,0.632,169646.0,audio_features,8.0,97.786,-6.741
67,1.0,0.146,0.0,0.83,0.442,0.129,0.128,0.578,215747.0,audio_features,9.0,89.338,-4.02
73,1.0,0.0394,0.0,0.756,0.739,0.37,0.0136,0.523,231387.0,audio_features,4.0,110.028,-4.828
86,0.0,0.0303,0.0,0.713,0.742,0.059,0.0205,0.879,189960.0,audio_features,1.0,120.032,-5.522
74,0.0,0.0471,0.0,0.758,0.722,0.308,0.0111,0.62,201160.0,audio_features,11.0,128.047,-4.477
86,1.0,0.0557,0.0,0.327,0.775,0.0821,0.841,0.595,189486.0,audio_features,11.0,91.05,-7.241
83,1.0,0.0334,0.0,0.788,0.748,0.0863,0.0591,0.884,235493.0,audio_features,1.0,120.076,-7.055
82,0.0,0.0898,0.0,0.742,0.279,0.593,0.000185,0.328,231013.0,audio_features,4.0,189.868,-6.46
82,0.0,0.0281,0.0,0.663,0.651,0.0994,0.228,0.465,259453.0,audio_features,0.0,102.0,-5.569
82,0.0,0.0378,0.0,0.862,0.712,0.093,0.0525,0.809,206200.0,audio_features,5.0,95.051,-4.612
73,0.0,0.0323,0.0,0.82,0.718,0.0846,0.0444,0.613,219467.0,audio_features,5.0,92.998,-3.453
81,1.0,0.027,0.0,0.676,0.713,0.154,0.0377,0.721,227395.0,audio_features,10.0,99.048,-5.483
76,1.0,0.0682,0.0,0.832,0.669,0.0968,0.0106,0.7,237547.0,audio_features,0.0,113.035,-5.721
81,0.0,0.0789,0.0,0.583,0.967,0.0519,0.0584,0.964,242733.0,audio_features,7.0,117.0,-5.562
80,0.0,0.0503,0.0,0.512,0.574,0.0946,0.234,0.512,484147.0,audio_features,5.0,76.899,-6.664
80,0.0,0.141,0.000234,0.714,0.892,0.0521,0.201,0.817,267267.0,audio_features,4.0,100.972,-6.055
77,0.0,0.183,0.0,0.654,0.624,0.104,0.577,0.564,288333.0,audio_features,8.0,73.898,-6.582
75,0.0,0.224,1.18e-05,0.68,0.771,0.682,0.277,0.808,276160.0,audio_features,11.0,119.952,-5.881
74,1.0,0.0709,0.00102,0.723,0.687,0.573,0.122,0.432,448573.0,audio_features,7.0,76.0,-4.751
73,0.0,0.0435,1.79e-06,0.719,0.775,0.0662,0.132,0.712,246027.0,audio_features,7.0,117.513,-6.212
73,1.0,0.0789,1.09e-05,0.632,0.707,0.0841,0.103,0.372,278893.0,audio_features,10.0,97.04,-7.031
65,1.0,0.0444,6.73e-06,0.733,0.81,0.288,0.276,0.9,229283.0,audio_features,9.0,125.975,-6.338
84,1.0,0.112,0.0,0.791,0.894,0.0388,0.0183,0.583,250373.0,audio_features,2.0,105.018,-4.699
82,0.0,0.109,0.0,0.861,0.663,0.082,0.0338,0.654,220800.0,audio_features,7.0,119.963,-3.398
80,1.0,0.118,0.0,0.507,0.662,0.0465,0.257,0.676,223440.0,audio_features,5.0,86.412,-8.238
76,0.0,0.0332,1.14e-05,0.745,0.781,0.36,0.198,0.326,269493.0,audio_features,4.0,129.998,-5.81
75,0.0,0.104,0.0,0.669,0.753,0.122,0.0378,0.584,247469.0,audio_features,7.0,140.948,-4.914
74,1.0,0.0782,0.0,0.629,0.657,0.254,0.194,0.726,266893.0,audio_features,6.0,93.985,-4.938
74,1.0,0.0732,0.0,0.712,0.573,0.167,0.0572,0.346,259720.0,audio_features,0.0,140.012,-5.976
74,1.0,0.108,0.0,0.477,0.796,0.12,0.314,0.685,231933.0,audio_features,1.0,119.928,-7.161
73,1.0,0.03,1.53e-06,0.5,0.816,0.0733,0.0227,0.649,247840.0,audio_features,1.0,124.037,-4.551
72,1.0,0.0543,0.0,0.893,0.551,0.348,0.00166,0.794,219987.0,audio_features,7.0,125.083,-2.628
74,1.0,0.0298,1.92e-05,0.439,0.366,0.108,0.0781,0.11,214088.0,audio_features,4.0,115.94,-5.238
71,1.0,0.0306,1.25e-06,0.457,0.495,0.142,0.407,0.342,160519.0,audio_features,7.0,82.825,-6.072
70,1.0,0.0509,0.0,0.558,0.42,0.19,0.167,0.538,170576.0,audio_features,9.0,165.987,-5.728
65,1.0,0.0288,0.0,0.548,0.539,0.126,0.171,0.373,183600.0,audio_features,11.0,75.001,-5.41
61,0.0,0.0473,0.000157,0.609,0.374,0.175,0.289,0.501,168364.0,audio_features,0.0,155.227,-5.27
57,1.0,0.0309,7.67e-05,0.59,0.546,0.218,0.0747,0.512,188750.0,audio_features,11.0,120.04,-5.579
57,1.0,0.0355,0.000303,0.537,0.54,0.109,0.183,0.061,180577.0,audio_features,10.0,104.106,-6.971
52,0.0,0.0759,1.28e-05,0.735,0.644,0.118,0.0164,0.75,148302.0,audio_features,11.0,119.963,-5.651
52,1.0,0.0378,0.00496,0.697,0.417,0.313,0.00186,0.509,147172.0,audio_features,0.0,180.082,-5.508
51,1.0,0.0701,0.0094,0.824,0.51,0.0813,0.0303,0.786,163026.0,audio_features,11.0,159.946,-6.322
88,0.0,0.0397,0.00545,0.871,0.559,0.096,7.53e-06,0.572,213920.0,audio_features,5.0,104.97,-5.338
85,1.0,0.0303,0.0497,0.72,0.751,0.258,0.554,0.884,217000.0,audio_features,4.0,135.73,-6.376
84,1.0,0.129,0.000227,0.905,0.67,0.349,0.669,0.563,167864.0,audio_features,1.0,104.965,-6.855
84,1.0,0.0337,0.0,0.659,0.625,0.17,0.12,0.594,198961.0,audio_features,0.0,113.551,-5.669
77,0.0,0.0243,0.912,0.547,0.501,0.288,0.225,0.225,227760.0,audio_features,1.0,87.692,-7.961
72,1.0,0.0282,0.348,0.886,0.673,0.0792,0.302,0.679,152000.0,audio_features,9.0,140.586,-4.347
70,1.0,0.0655,0.0,0.942,0.605,0.137,0.016,0.8,209347.0,audio_features,7.0,106.562,-4.549
70,1.0,0.0267,0.0221,0.69,0.58,0.226,0.568,0.922,227000.0,audio_features,0.0,89.981,-9.52
69,1.0,0.0285,0.0111,0.919,0.727,0.306,0.165,0.92,194453.0,audio_features,0.0,115.816,-4.562
68,1.0,0.101,0.0,0.914,0.712,0.0579,0.65,0.697,205651.0,audio_features,1.0,100.406,-5.675
74,1.0,0.0296,0.0928,0.417,0.508,0.0887,0.77,0.483,305001.0,audio_features,10.0,134.944,-9.632
78,1.0,0.0357,0.0437,0.546,0.651,0.0842,0.774,0.623,229760.0,audio_features,1.0,107.021,-9.021
74,1.0,0.0351,0.0229,0.323,0.323,0.233,0.33,0.256,344693.0,audio_features,1.0,111.826,-10.268
74,1.0,0.0376,0.00117,0.399,0.299,0.147,0.816,0.302,233227.0,audio_features,10.0,158.253,-12.176
73,1.0,0.0419,0.295,0.749,0.6,0.0915,0.0467,0.485,184524.0,audio_features,11.0,131.024,-6.889
71,1.0,0.056,0.00369,0.243,0.339,0.107,0.869,0.183,277677.0,audio_features,1.0,154.909,-12.512
69,1.0,0.0376,0.00028,0.263,0.218,0.0919,0.947,0.307,232373.0,audio_features,11.0,170.724,-14.416
70,1.0,0.0286,0.000376,0.289,0.531,0.134,0.339,0.119,393962.0,audio_features,2.0,129.747,-10.065
69,1.0,0.0325,0.0196,0.44,0.377,0.105,0.931,0.224,241640.0,audio_features,4.0,128.999,-11.878
69,1.0,0.0296,0.0,0.338,0.448,0.117,0.871,0.351,236350.0,audio_features,10.0,149.552,-10.373
66,0.0,0.0275,1.04e-05,0.877,0.653,0.32,0.0102,0.62,195371.0,audio_features,2.0,109.985,-5.82
64,1.0,0.0706,0.842,0.528,0.798,0.0944,0.635,0.679,127725.0,audio_features,1.0,108.452,-10.859
59,1.0,0.0291,3.6e-06,0.665,0.415,0.0926,0.0792,0.721,218745.0,audio_features,9.0,202.173,-6.374
55,1.0,0.0345,0.153,0.876,0.481,0.283,0.408,0.682,132632.0,audio_features,7.0,129.921,-3.263
57,1.0,0.0298,0.000417,0.457,0.229,0.189,0.0979,0.362,213987.0,audio_features,2.0,106.798,-7.457
57,1.0,0.0294,0.155,0.672,0.54,0.147,0.0947,0.161,195107.0,audio_features,4.0,95.036,-8.733
56,1.0,0.0334,0.0,0.712,0.506,0.304,0.0216,0.416,220316.0,audio_features,4.0,120.07,-5.495
54,1.0,0.0297,0.0139,0.603,0.746,0.0573,0.0178,0.874,219783.0,audio_features,5.0,127.989,-6.516
53,1.0,0.0412,0.000969,0.745,0.707,0.18,0.0481,0.3,146185.0,audio_features,2.0,129.092,-6.315
49,0.0,0.0395,0.625,0.771,0.518,0.104,0.000342,0.303,144678.0,audio_features,6.0,109.876,-5.946
84,0.0,0.0349,4.58e-05,0.888,0.583,0.0936,0.191,0.706,203600.0,audio_features,11.0,93.206,-9.414
72,0.0,0.114,0.000489,0.826,0.386,0.101,0.158,0.376,228800.0,audio_features,11.0,187.094,-7.847
69,0.0,0.0274,0.0038,0.839,0.59,0.105,0.274,0.651,182793.0,audio_features,1.0,104.605,-9.14
60,1.0,0.0646,0.00243,0.783,0.19,0.0939,0.299,0.525,234160.0,audio_features,7.0,174.27,-7.796
59,0.0,0.0286,6.88e-06,0.68,0.533,0.135,0.0159,0.114,307200.0,audio_features,11.0,132.145,-6.899
57,1.0,0.0254,2.96e-06,0.393,0.475,0.115,0.383,0.404,314320.0,audio_features,7.0,172.308,-8.563
56,1.0,0.0345,1.98e-05,0.747,0.593,0.185,0.302,0.318,236267.0,audio_features,9.0,97.071,-8.156
55,0.0,0.0376,0.0,0.814,0.621,0.301,0.42,0.787,233480.0,audio_features,9.0,118.177,-5.752
53,0.0,0.0748,8.81e-06,0.904,0.172,0.245,0.0583,0.461,317507.0,audio_features,11.0,199.978,-6.603
51,1.0,0.0736,0.0,0.833,0.459,0.12,0.131,0.446,274933.0,audio_features,4.0,97.969,-6.784
54,1.0,0.042,0.00148,0.989,0.529,0.0567,0.00126,0.669,235520.0,audio_features,2.0,142.29,-4.5
54,1.0,0.0302,0.441,0.869,0.6,0.311,0.00345,0.56,215267.0,audio_features,0.0,117.064,-5.126
62,1.0,0.0369,0.0,0.915,0.531,0.14,0.0119,0.811,218587.0,audio_features,11.0,134.322,-4.237
56,0.0,0.0319,0.0018,0.845,0.475,0.309,0.0136,0.754,210920.0,audio_features,9.0,160.232,-6.198
55,0.0,0.0374,0.000495,0.809,0.584,0.123,0.00555,0.393,158613.0,audio_features,9.0,140.086,-5.395
41,1.0,0.0274,0.00277,0.663,0.41,0.136,0.0042,0.794,223693.0,audio_features,6.0,173.878,-9.006
53,1.0,0.0298,0.000117,0.74,0.42,0.0866,0.00023,0.519,286987.0,audio_features,9.0,100.036,-7.802
42,1.0,0.0268,2.72e-06,0.876,0.617,0.224,0.0241,0.735,216240.0,audio_features,7.0,104.228,-5.806
52,1.0,0.0342,0.129,0.841,0.49,0.119,8.01e-05,0.718,231000.0,audio_features,9.0,152.087,-7.452
52,0.0,0.041,0.0,0.846,0.504,0.104,0.0737,0.382,188400.0,audio_features,8.0,129.963,-4.72
73,1.0,0.0379,0.765,0.923,0.527,0.127,0.000541,0.899,208453.0,audio_features,2.0,146.924,-7.458
70,0.0,0.124,0.692,0.798,0.32,0.176,0.00033,0.74,209040.0,audio_features,10.0,84.696,-7.078
60,1.0,0.0565,0.761,0.756,0.433,0.124,0.000997,0.117,233720.0,audio_features,9.0,145.443,-7.855
59,1.0,0.0401,0.573,0.849,0.496,0.102,0.0202,0.65,218440.0,audio_features,7.0,153.724,-6.512
59,0.0,0.0528,0.0287,0.846,0.485,0.0766,0.0157,0.743,237013.0,audio_features,11.0,144.246,-7.63
54,1.0,0.03,0.406,0.399,0.609,0.109,0.242,0.469,252093.0,audio_features,6.0,119.937,-10.79
57,1.0,0.0419,0.582,0.783,0.478,0.225,0.000126,0.746,137653.0,audio_features,9.0,156.337,-7.346
55,1.0,0.0798,2.96e-05,0.7,0.561,0.0723,0.356,0.607,144662.0,audio_features,0.0,82.857,-8.82
52,1.0,0.035,0.769,0.525,0.387,0.251,0.00236,0.258,291706.0,audio_features,2.0,78.339,-9.634
45,1.0,0.0745,0.121,0.773,0.565,0.0888,0.283,0.842,169594.0,audio_features,2.0,167.735,-9.214
69,0.0,0.0633,0.0,0.841,0.465,0.109,0.00486,0.689,157533.0,audio_features,11.0,168.743,-5.767
72,0.0,0.0342,0.000116,0.762,0.526,0.338,0.000972,0.505,214400.0,audio_features,0.0,136.203,-12.437
72,1.0,0.0524,2.16e-05,0.971,0.43,0.185,0.0271,0.764,212000.0,audio_features,9.0,151.219,-3.845
65,1.0,0.116,0.764,0.524,0.725,0.0819,0.0748,0.961,203267.0,audio_features,11.0,185.134,-11.121
67,0.0,0.0279,0.898,0.813,0.611,0.224,0.339,0.821,209573.0,audio_features,9.0,140.112,-7.689
62,1.0,0.0316,0.701,0.83,0.541,0.167,0.109,0.711,177987.0,audio_features,9.0,142.592,-6.246
59,1.0,0.0328,0.707,0.557,0.718,0.055,0.185,0.586,249880.0,audio_features,9.0,94.095,-10.679
59,1.0,0.0648,0.605,0.62,0.633,0.0977,0.34,0.421,354933.0,audio_features,0.0,81.117,-11.271
56,0.0,0.0752,1.21e-06,0.569,0.748,0.364,0.459,0.967,220093.0,audio_features,9.0,91.833,-12.975
59,1.0,0.0312,0.109,0.776,0.484,0.131,0.00371,0.495,448467.0,audio_features,9.0,171.935,-6.48
89,1.0,0.0372,0.000133,0.43,0.515,0.129,0.0097,0.104,238640.0,audio_features,7.0,91.844,-9.935
84,1.0,0.0278,0.00361,0.393,0.255,0.113,0.0577,0.118,229120.0,audio_features,5.0,76.426,-10.654
78,1.0,0.0258,9.32e-05,0.501,0.36,0.172,0.0638,0.324,264067.0,audio_features,7.0,74.807,-9.129
78,1.0,0.0256,0.0176,0.383,0.419,0.0896,0.0724,0.35,257480.0,audio_features,4.0,87.568,-11.782
75,0.0,0.0479,0.00416,0.832,0.462,0.0741,0.108,0.807,248893.0,audio_features,11.0,165.653,-6.085
74,1.0,0.0407,0.000203,0.239,0.399,0.121,0.557,0.147,258640.0,audio_features,7.0,166.419,-17.123
74,0.0,0.0862,0.012,0.767,0.291,0.0763,0.000401,0.359,234800.0,audio_features,7.0,175.702,-6.913
74,0.0,0.0349,0.122,0.276,0.293,0.167,0.224,0.195,267187.0,audio_features,4.0,121.603,-11.357
74,0.0,0.0387,0.756,0.61,0.531,0.0908,0.772,0.199,318187.0,audio_features,11.0,152.958,-8.025
74,1.0,0.0297,0.0997,0.229,0.463,0.202,0.167,0.135,290707.0,audio_features,2.0,73.543,-12.592
64,1.0,0.038,0.000499,0.853,0.415,0.536,0.0107,0.302,197013.0,audio_features,7.0,148.494,-11.098
62,0.0,0.0673,6.27e-05,0.93,0.457,0.135,0.0309,0.294,309307.0,audio_features,2.0,139.819,-4.544
61,1.0,0.113,0.0,0.974,0.561,0.244,0.0572,0.337,231573.0,audio_features,6.0,120.297,-5.178
60,1.0,0.047,0.000735,0.9,0.426,0.69,0.012,0.42,228200.0,audio_features,5.0,101.492,-4.393
58,1.0,0.0322,0.0817,0.721,0.614,0.167,0.000642,0.708,175907.0,audio_features,0.0,146.629,-8.962
56,1.0,0.0465,0.188,0.705,0.543,0.237,0.0111,0.334,231707.0,audio_features,7.0,119.252,-8.062
56,0.0,0.0467,0.0132,0.852,0.429,0.659,0.00144,0.384,185947.0,audio_features,4.0,128.486,-7.666
53,0.0,0.0675,5.18e-05,0.729,0.687,0.0977,0.134,0.382,179600.0,audio_features,7.0,74.886,-8.112
53,0.0,0.0556,0.00539,0.949,0.6,0.105,0.187,0.752,277147.0,audio_features,7.0,99.387,-5.473
51,1.0,0.035,3.31e-05,0.836,0.461,0.414,0.407,0.27,334667.0,audio_features,7.0,95.84,-6.518
81,0.0,0.191,0.000325,0.676,0.629,0.701,0.53,0.497,152041.0,audio_features,1.0,90.377,-7.088
73,1.0,0.337,4.36e-06,0.646,0.599,0.128,0.222,0.638,220387.0,audio_features,6.0,176.153,-6.326
71,0.0,0.28,0.0,0.638,0.809,0.453,0.262,0.608,224043.0,audio_features,8.0,94.893,-5.646
70,0.0,0.0682,0.0,0.628,0.812,0.254,0.0634,0.485,207059.0,audio_features,10.0,123.004,-6.164
70,0.0,0.152,0.0,0.707,0.775,0.874,0.397,0.78,244198.0,audio_features,10.0,104.979,-5.339
69,1.0,0.39,0.0,0.843,0.53,0.164,0.428,0.919,202785.0,audio_features,1.0,199.946,-2.271
64,1.0,0.371,0.0,0.864,0.618,0.19,0.0969,0.597,180827.0,audio_features,2.0,169.978,-3.838
64,0.0,0.285,0.0,0.829,0.548,0.537,0.339,0.452,194739.0,audio_features,1.0,93.62,-4.103
64,0.0,0.339,0.0,0.701,0.42,0.103,0.832,0.671,349040.0,audio_features,1.0,79.716,-7.582
63,0.0,0.357,0.0,0.693,0.582,0.079,0.502,0.718,260533.0,audio_features,9.0,142.295,-5.742
70,1.0,0.161,0.0681,0.906,0.652,0.504,0.13,0.559,167277.0,audio_features,9.0,125.103,-4.032
68,1.0,0.0826,0.00921,0.615,0.894,0.309,0.0308,0.661,193209.0,audio_features,3.0,120.0,-6.269
69,1.0,0.269,0.0,0.688,0.706,0.466,0.151,0.313,330783.0,audio_features,1.0,125.966,-6.357
69,1.0,0.092,2.22e-05,0.677,0.971,0.112,0.0476,0.58,158051.0,audio_features,2.0,120.027,-6.895
66,1.0,0.413,6.59e-06,0.602,0.59,0.643,0.577,0.72,166087.0,audio_features,8.0,121.986,-8.195
66,0.0,0.237,5.39e-05,0.472,0.865,0.109,0.223,0.843,192029.0,audio_features,11.0,130.011,-7.359
63,1.0,0.258,0.13,0.634,0.838,0.143,0.101,0.526,176683.0,audio_features,11.0,163.0,-7.018
64,0.0,0.329,2.12e-05,0.523,0.667,0.137,0.532,0.409,232571.0,audio_features,10.0,143.934,-9.477
63,1.0,0.248,0.0,0.676,0.608,0.347,0.212,0.57,260632.0,audio_features,1.0,80.939,-7.56
63,1.0,0.0987,5.29e-05,0.567,0.91,0.498,0.00274,0.545,166688.0,audio_features,7.0,130.999,-5.208
64,1.0,0.241,1.07e-06,0.774,0.525,0.495,0.24,0.526,202391.0,audio_features,9.0,154.192,-4.532
55,1.0,0.32,0.0,0.513,0.783,0.347,0.0359,0.476,189360.0,audio_features,1.0,90.405,-6.742
44,1.0,0.0557,2.2e-06,0.814,0.899,0.341,0.00863,0.874,182680.0,audio_features,2.0,114.013,-7.23
36,0.0,0.123,0.0,0.458,0.766,0.122,0.552,0.596,227453.0,audio_features,8.0,95.024,-7.808
27,1.0,0.249,0.000136,0.664,0.806,0.373,0.0101,0.568,130627.0,audio_features,8.0,96.0,-6.85
25,1.0,0.0458,0.0223,0.683,0.797,0.0913,0.13,0.791,242040.0,audio_features,7.0,130.02,-8.789
24,1.0,0.146,2.53e-05,0.447,0.565,0.0944,0.484,0.516,265187.0,audio_features,11.0,87.403,-10.041
23,1.0,0.313,0.0,0.604,0.708,0.274,0.283,0.484,172667.0,audio_features,2.0,94.083,-6.882
22,0.0,0.268,0.0118,0.453,0.693,0.108,0.487,0.678,147893.0,audio_features,11.0,181.755,-15.554
22,1.0,0.146,0.0,0.383,0.612,0.338,0.0469,0.283,234053.0,audio_features,1.0,88.009,-7.173
69,1.0,0.35,0.0,0.693,0.67,0.0909,0.2,0.388,212093.0,audio_features,6.0,87.017,-8.34
72,1.0,0.141,8.41e-05,0.521,0.681,0.108,0.12,0.181,229747.0,audio_features,0.0,94.997,-5.849
70,0.0,0.222,0.0,0.645,0.679,0.145,0.0518,0.203,307188.0,audio_features,6.0,125.795,-7.777
69,0.0,0.174,0.0,0.795,0.652,0.123,0.156,0.788,304607.0,audio_features,11.0,135.018,-5.192
68,1.0,0.195,0.0,0.777,0.704,0.151,0.0358,0.392,141542.0,audio_features,2.0,111.921,-5.729
62,1.0,0.12,0.0,0.787,0.746,0.0669,0.212,0.607,206187.0,audio_features,4.0,95.005,-6.373
63,1.0,0.377,0.0,0.601,0.725,0.0504,0.0321,0.811,185062.0,audio_features,1.0,155.918,-9.03
